row_id,path,label,class_name,condition_id,condition_position,group,sha256,benchmark_half,split_provenance
2232,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-048.png,24,sample25,048,24,048,63bab217ef993f68b9835be0df4c21414694cb8bcf5493f3ada6a2678620f736,alternating_a,deterministic alternating reproduction
2233,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-049.png,24,sample25,049,25,049,cbecd26f60037bc256f1a32deecd32cd01c4182a186f65cd0ef44b8ec520ddaa,alternating_b,deterministic alternating reproduction
2234,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-050.png,24,sample25,050,26,050,36e0db70aa9a9fde386203163e98da7d8f343ba98b27da6d4f0d07bac7c25788,alternating_a,deterministic alternating reproduction
2235,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-051.png,24,sample25,051,27,051,d08f93a616ec3db83b912f3b78797c50cbd92f6e44a84b7ffc81a5b27df9fa0b,alternating_b,deterministic alternating reproduction
2236,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-052.png,24,sample25,052,28,052,9398451c99fd6d85e1ff9dfea55898371a1e9f02e5209e4bb97f58aa90b10a80,alternating_a,deterministic alternating reproduction
2237,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-053.png,24,sample25,053,29,053,15551f751da23c7e1e30eb0bcf51c61aadb116a90d7ececbcb77cd3cf0a83298,alternating_b,deterministic alternating reproduction
2238,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-054.png,24,sample25,054,30,054,9f287914afe2953846fdfbd4effabd8fc1ba934c68194fee17fef2afae6a267c,alternating_a,deterministic alternating reproduction
2239,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-055.png,24,sample25,055,31,055,2d55cbad230cef8dd74246807a0f15b1f20a382ed72eb2b87b42661332834a71,alternating_b,deterministic alternating reproduction
2240,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-057.png,24,sample25,057,32,057,85d1476a32c681bc3ca268e508b20a5bfde1de9455d2cc16210bfa42d402a98f,alternating_a,deterministic alternating reproduction
2241,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-059.png,24,sample25,059,33,059,523fd500dda6b8f7308a40c7eb4c157c49410ca8852f8953478eda0966e465b6,alternating_b,deterministic alternating reproduction
2242,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-061.png,24,sample25,061,34,061,f945c65cb051d4b5c5bf9b017b45a16f08769a4ad47e8215198bda013ad951d2,alternating_a,deterministic alternating reproduction
2243,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-063.png,24,sample25,063,35,063,f50d8f50d86ae1f578354c2538d57fb6984c0fb297c51eba0f7048dc748369d1,alternating_b,deterministic alternating reproduction
2244,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-065.png,24,sample25,065,36,065,8eadc2aa2640088ed23fa7ba489a857050535ecca8ecd1175ec8937d9eafc640,alternating_a,deterministic alternating reproduction
2245,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-068.png,24,sample25,068,37,068,8d3f825a0cbb7869a4d79c30c802f51774a1b512373558bda840f16b7d7e0636,alternating_b,deterministic alternating reproduction
2246,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-071.png,24,sample25,071,38,071,26d12f5469248e6c02cb61d7893df790cee1e168ac3c8bd1cd8f50858d89b520,alternating_a,deterministic alternating reproduction
2247,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-073.png,24,sample25,073,39,073,4479cda55ed83efd4477d668e5c9cad1d397573e5433cff972d0e0fe88596a9b,alternating_b,deterministic alternating reproduction
2248,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-076.png,24,sample25,076,40,076,e672649489d36e4ce98bb206c2146557d68758eaf95e54569f0c01ab1a88e6b9,alternating_a,deterministic alternating reproduction
2249,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-078.png,24,sample25,078,41,078,ee978cc613047f6e3cbd7d549ddff95f44fcc67f8b56fd54c4b5a85d29ac2ac0,alternating_b,deterministic alternating reproduction
2250,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-079.png,24,sample25,079,42,079,7f88b78fafec5cdea2428b65406b9d397051f17be0f4032d942375f17c1c7c8d,alternating_a,deterministic alternating reproduction
2251,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-081.png,24,sample25,081,43,081,7d55de3cac76ed19c042196d42b285fa6d9288eedfef5e97a35dc72ace49f9cd,alternating_b,deterministic alternating reproduction
2252,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-084.png,24,sample25,084,44,084,7c5d5025b06739cb2faea361b64853d165d64b70268f6b0368ebcbaf6689fa16,alternating_a,deterministic alternating reproduction
2253,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-085.png,24,sample25,085,45,085,9fe77a77d215807389e8870dfdce174a6841c5eba483932efd58d80d82191af0,alternating_b,deterministic alternating reproduction
2254,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-087.png,24,sample25,087,46,087,aa66355ca6ace92bde4184539209ee3e9248df6e91cc588fab7ecd2649f59ba2,alternating_a,deterministic alternating reproduction
2255,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-090.png,24,sample25,090,47,090,d7558d92509b1807e7e4705931c3ab4acfa297858c9a82f0379186b95947f09b,alternating_b,deterministic alternating reproduction
2256,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-093.png,24,sample25,093,48,093,a5a9e62a184a9842b8fc72ac1b172f52116a50bc6d2fa40b38927f5a2b811c17,alternating_a,deterministic alternating reproduction
2257,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-094.png,24,sample25,094,49,094,4c38bef0c4414a1a260eaee62cbbeca2a7e668dc5145fb97422527955f54dd8f,alternating_b,deterministic alternating reproduction
2258,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-096.png,24,sample25,096,50,096,f86aff01aab0c39a868139c572bd5bc8116e503690156feb993fe2fc8cf1a928,alternating_a,deterministic alternating reproduction
2259,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-097.png,24,sample25,097,51,097,fca9de21f351bfe1df279ff67e9c330256940e8ff8058a856454d0aba6046071,alternating_b,deterministic alternating reproduction
2260,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-099.png,24,sample25,099,52,099,3cf9e6cbac34e40ec15c9526ba0a6a415c49cdfde26cb668ab8a9fee3c990649,alternating_a,deterministic alternating reproduction
2261,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-101.png,24,sample25,101,53,101,5ab58196f5c6c3ebcfdc65e6ca9e4ce0007237951b3645816590eaaf560ae812,alternating_b,deterministic alternating reproduction
2262,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-102.png,24,sample25,102,54,102,49cfd3b3e26353110f738cd65ae68e10094554b3a34b283938041f61f0c7a70a,alternating_a,deterministic alternating reproduction
2263,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-103.png,24,sample25,103,55,103,49b743d3ef6e7ccabc8abfb8f13289e41fc192fac821cb25cdd270b6a45f6500,alternating_b,deterministic alternating reproduction
2264,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-104.png,24,sample25,104,56,104,2e903f6645ba80c82c16264daacf3f5847599b9d620bafb4cc848781bf78daaa,alternating_a,deterministic alternating reproduction
2265,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-106.png,24,sample25,106,57,106,f77cdf169c5d98ce5b823eedec9b1415bb787f619d2bc0518363c43907a67083,alternating_b,deterministic alternating reproduction
2266,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-109.png,24,sample25,109,58,109,17c7c872c0d612b3248248c21309d2da2a79084320ff046fe470f6ea6b41c78f,alternating_a,deterministic alternating reproduction
2267,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-112.png,24,sample25,112,59,112,55f05845549b22cad8adf976e5dd2eed2ab20cd9bb21062618294b3f34eef67a,alternating_b,deterministic alternating reproduction
2268,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-114.png,24,sample25,114,60,114,0cea05996685b3e17ff3ab0c365e5371a3cbe529978c9507400164786f958218,alternating_a,deterministic alternating reproduction
2269,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-116.png,24,sample25,116,61,116,d5dd5bb8f4bbc9110417d3e3706184e17f28013c485ddfc25cda758947cb61fa,alternating_b,deterministic alternating reproduction
2270,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-117.png,24,sample25,117,62,117,d0c99554b8fc4c3c36d163e34a0970700460b295fdbe0048ca18047b02931663,alternating_a,deterministic alternating reproduction
2271,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-119.png,24,sample25,119,63,119,42e7ac6cfba6ef92fb0af930b2c303b991f0b8a9fb9afa6bb5efd7a6c6d2fbd6,alternating_b,deterministic alternating reproduction
2272,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-121.png,24,sample25,121,64,121,41a6dc7572671d8256d983850fe634302e29cf3abddf8d777880ec3bcf5eca68,alternating_a,deterministic alternating reproduction
2273,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-122.png,24,sample25,122,65,122,0f3a14d958bde480d8a76d38aa13cdbd6f59742b46a44442549430263826a3b3,alternating_b,deterministic alternating reproduction
2274,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-123.png,24,sample25,123,66,123,bdbe862c75e915b62bcc06f386e528eea4dcf3dda171c87c365b53f90872dbc9,alternating_a,deterministic alternating reproduction
2275,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-125.png,24,sample25,125,67,125,8d1b1b9655a9176baa104088381d2d06867edb5b040ad89a8fe4e24fa5f0417e,alternating_b,deterministic alternating reproduction
2276,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-128.png,24,sample25,128,68,128,5f1a01b3e8b2214cc74e2758de08a8a9d721dde18286322444fb8a91bc9f0295,alternating_a,deterministic alternating reproduction
2277,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-129.png,24,sample25,129,69,129,7adccddea3c65a87518e78dc5d28b195fb8aef1b8b24e4f678caf9a07bb755cc,alternating_b,deterministic alternating reproduction
2278,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-131.png,24,sample25,131,70,131,300736e08fc20fc0cfc9aab29b58c4145d3c4d628a3c94bd9fb0012bb67306b5,alternating_a,deterministic alternating reproduction
2279,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-134.png,24,sample25,134,71,134,44d2d44e3b894c164c54215cf7034c3d761898c56afb48f3b34c0dc50cf2bd3b,alternating_b,deterministic alternating reproduction
2280,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-136.png,24,sample25,136,72,136,338f3ed34a0c8cb72b4fa5540a40b3a983a748d6bd0ee233f43f49cd2f195a53,alternating_a,deterministic alternating reproduction
2281,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-141.png,24,sample25,141,73,141,732645d6504fd3bba7665bcfe732c4c12f588e20eb3d06c3ddf8e1af4f0de085,alternating_b,deterministic alternating reproduction
2282,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-143.png,24,sample25,143,74,143,1bbfa63800e8139ac2843582e624da7c3c5c5ca8515d354995cee605452bc942,alternating_a,deterministic alternating reproduction
2283,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-145.png,24,sample25,145,75,145,3defe084f20d4519494cfbfd9df7272d5e9938331730b64ba217fcda67a4060e,alternating_b,deterministic alternating reproduction
2284,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-147.png,24,sample25,147,76,147,339799cf7ed06bd3efe9e3079622797fc918b455d55f95ef2d478cf9e54c79dd,alternating_a,deterministic alternating reproduction
2285,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-149.png,24,sample25,149,77,149,2c9aff26c42b6a412b5779c70dbbeb7f8bf35353abb5b7e26e2251897f5b3890,alternating_b,deterministic alternating reproduction
2286,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-150.png,24,sample25,150,78,150,f5831a7e40d2fc73e45f94b35af5f14c1e23c53fa984d5432b7449cbd7b33fc9,alternating_a,deterministic alternating reproduction
2287,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-152.png,24,sample25,152,79,152,fc2cb3d78c04666fd4734cf2811e7e62af6b326f2675904b18edde27818019b4,alternating_b,deterministic alternating reproduction
2288,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-154.png,24,sample25,154,80,154,004239df9ae3d510f99f0de06b8b5076a872a8356f8d31dc4f5a8d4300c8720a,alternating_a,deterministic alternating reproduction
2289,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-155.png,24,sample25,155,81,155,b92893fdc541797469bcd80b2904ceb72780e10add4201df0f19e814d1dac893,alternating_b,deterministic alternating reproduction
2290,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-156.png,24,sample25,156,82,156,a019953d0ae12a819396d2fc319b0385b979f46606e00627f0cb4a638af37c68,alternating_a,deterministic alternating reproduction
2291,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-158.png,24,sample25,158,83,158,fbc13b19e1ae96549a559cb288b3b60c537778724131905937be0d17099604a3,alternating_b,deterministic alternating reproduction
2292,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-160.png,24,sample25,160,84,160,efad96aef667c3aa4254ea00bfd05b1a0362b26279077e8bef8acdab6aee740d,alternating_a,deterministic alternating reproduction
2293,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-161.png,24,sample25,161,85,161,7ccc751da3be8491144338f177421d1b210cb218db853295527885cfadd50f76,alternating_b,deterministic alternating reproduction
2294,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-165.png,24,sample25,165,86,165,9c0e2df8dc758a49859ddb601a07463134592226a65fe3e6c39baa8b332df310,alternating_a,deterministic alternating reproduction
2295,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-175.png,24,sample25,175,87,175,705a70437b08219694d7bd904a3f42aa609cca70729e06dc843403e77fd019fb,alternating_b,deterministic alternating reproduction
2296,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-178.png,24,sample25,178,88,178,af8578fe4672bfe1a12bc177dc71f44a8612bc411a544f9a58070c178646c6e6,alternating_a,deterministic alternating reproduction
2297,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-179.png,24,sample25,179,89,179,9d8512d5420dc9121e88da40051a18640f4dbd6cd4f0fccde30c715597108121,alternating_b,deterministic alternating reproduction
2298,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-181.png,24,sample25,181,90,181,ed18c48ef5baa74228b25edf80a3caa6e3ec02d05b8d25bc3e8490eedb19e2f6,alternating_a,deterministic alternating reproduction
2299,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample25/25-183.png,24,sample25,183,91,183,9a8abeb8f83e307de562a61e322898f65940d59538948cdc4763b27d4ffe9045,alternating_b,deterministic alternating reproduction
2300,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-002.png,25,sample26,002,0,002,3449fb38a2169fa529abd522e096fea19ec2986795ab8de092d0f4628b9be5d8,alternating_a,deterministic alternating reproduction
2301,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-011.png,25,sample26,011,1,011,af2277ff2dd29b53f5be5a9f3ae48c802741562a2827692a84d4002ccb7f5681,alternating_b,deterministic alternating reproduction
2302,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-014.png,25,sample26,014,2,014,85760f0d1687857281e4d8faa8fc45e78dcbd86004c3a6348320408b508db9c9,alternating_a,deterministic alternating reproduction
2303,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-016.png,25,sample26,016,3,016,739c913401017d2bfc92787b0c43089d3a8644879a108d9b5db58dcaf4890020,alternating_b,deterministic alternating reproduction
2304,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-017.png,25,sample26,017,4,017,7e477d979d91ac8af06bf68e3994cecfdea2c126cfd64a5fc424d3856c2b0210,alternating_a,deterministic alternating reproduction
2305,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-019.png,25,sample26,019,5,019,c1aee218fceb2caf4ac498783a7d8d14a93d40126b06dcae70879962365d9a74,alternating_b,deterministic alternating reproduction
2306,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-022.png,25,sample26,022,6,022,8cd95db4219868de235393ab13ea8130269a19d85633992194b0e5b54d58c09c,alternating_a,deterministic alternating reproduction
2307,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-025.png,25,sample26,025,7,025,fc5a1fb0b8660e9271b479c33cd8bf1dff45dabab0eb8c470534e5cee0213692,alternating_b,deterministic alternating reproduction
2308,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-026.png,25,sample26,026,8,026,51693da64339fb65fdcae3c7828de2a4d6b246b9c0aace7e4d6cfe400b691077,alternating_a,deterministic alternating reproduction
2309,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-028.png,25,sample26,028,9,028,f7f6a2302925fcfc0d70874d4b2bd9c21d10951d9441568ac2b8ff28f9e6c522,alternating_b,deterministic alternating reproduction
2310,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-030.png,25,sample26,030,10,030,e5afecb839f3c35ce10274a268e664ceed00deaf0c1257fe15d8c93d5dbcbdb6,alternating_a,deterministic alternating reproduction
2311,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-032.png,25,sample26,032,11,032,518361563b68f48144c22fe1eab3b031817f7fa292c549774ad1347cc7b26ef9,alternating_b,deterministic alternating reproduction
2312,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-033.png,25,sample26,033,12,033,dc226cf6fe8fbb61c93e8ad8e4edef0ba332937460ae403f5ad054fd718dfca0,alternating_a,deterministic alternating reproduction
2313,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-035.png,25,sample26,035,13,035,88b2ea789bfa6263e061cd49d74e60e638a39face21663d07be1103574946611,alternating_b,deterministic alternating reproduction
2314,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-036.png,25,sample26,036,14,036,f9d3329b6ee257c79f54c6742f8db58e8b5a70c44cee730123cc75e18da912c9,alternating_a,deterministic alternating reproduction
2315,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-037.png,25,sample26,037,15,037,24e147caec930686cbe886a652fae8d7cc29520a8769eedfa70fc8ae33da44be,alternating_b,deterministic alternating reproduction
2316,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-039.png,25,sample26,039,16,039,ed56b239265cffe1e4311b6d3ae190a81453a1ce1da1eaceddbd6837bd27d7f1,alternating_a,deterministic alternating reproduction
2317,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-041.png,25,sample26,041,17,041,8ab687550ba71a24f33ba24ffe8f68178dab20f6b96b62e5bbc38ecea6dd1e89,alternating_b,deterministic alternating reproduction
2318,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-042.png,25,sample26,042,18,042,2cf7b3fb1103820f5a23e98c86041f8bbcc5a04b8b8db945b01919d72196e385,alternating_a,deterministic alternating reproduction
2319,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-043.png,25,sample26,043,19,043,fe297ab89b68829c02ad31367701aab66e5a562754459af1ea854ec1f251de17,alternating_b,deterministic alternating reproduction
2320,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-044.png,25,sample26,044,20,044,023f338d576f4c20eda38d4aab264b8189018b7eef713d67973d2a65ae1dc24d,alternating_a,deterministic alternating reproduction
2321,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-045.png,25,sample26,045,21,045,723625a45680c97aa0433f5050dc615fed37bc34c0e4321cbbfea83b3bb2d225,alternating_b,deterministic alternating reproduction
2322,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-046.png,25,sample26,046,22,046,d845590273cafbb1248f7ef93209f38e4de14eb6c16cd46a808d07324bffe3bb,alternating_a,deterministic alternating reproduction
2323,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-047.png,25,sample26,047,23,047,4092fa73a2155bb7c54a4e5251b84383fad45e243be4c5d421f8c5af58a6e2a8,alternating_b,deterministic alternating reproduction
2324,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-048.png,25,sample26,048,24,048,825448ffcf7c04b13c15584e3fa38492be2333cd5ae8247c73121f8bb9a78719,alternating_a,deterministic alternating reproduction
2325,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-049.png,25,sample26,049,25,049,7b3c0a22be966cd8d89f4f9ee2fd9b8966ce60b104966a71edca932709646dc9,alternating_b,deterministic alternating reproduction
2326,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-050.png,25,sample26,050,26,050,7a8cf932c6af91f8ce177abf36785960d7bc940c3b58c0c1061c16fe13d51a7e,alternating_a,deterministic alternating reproduction
2327,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-051.png,25,sample26,051,27,051,dcf616cb216941a896e300c4b23142db5aa54504a565ba29fd90351ce614af53,alternating_b,deterministic alternating reproduction
2328,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-052.png,25,sample26,052,28,052,c852a3997232ffc2b1901c5eac153f8bac9054eabb0a3cfcc9efdcc53112ef37,alternating_a,deterministic alternating reproduction
2329,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-053.png,25,sample26,053,29,053,7bf321e4c1860915a775b4206efd7b514de155fa80f9fe1bc96f2b2be4d04d59,alternating_b,deterministic alternating reproduction
2330,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-054.png,25,sample26,054,30,054,2eaeda9d4cc237a20ecf96dab58fa066a70dc252825881ae9bd6401a661caebb,alternating_a,deterministic alternating reproduction
2331,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-055.png,25,sample26,055,31,055,10b4930d24608d6e4a466c2e3e3007a666da8d26a35d1456b082be8879162186,alternating_b,deterministic alternating reproduction
2332,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-057.png,25,sample26,057,32,057,f76935aabc3ebea4203af6a823be3cf86d2151b781e83f7d2e46bca27f9f658a,alternating_a,deterministic alternating reproduction
2333,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-059.png,25,sample26,059,33,059,4e2ee0170c116600b96daab548d67d661d0b57e3f6c2d2b5560198086d1a636f,alternating_b,deterministic alternating reproduction
2334,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-061.png,25,sample26,061,34,061,c84dbdae42626a55e522623d4f22915822b59bff91eb7103c546601dfbab73c4,alternating_a,deterministic alternating reproduction
2335,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-063.png,25,sample26,063,35,063,c9b7539422f535ff1cf213aff1e4aa1644b25b8074893ada4887baee64bcbbd1,alternating_b,deterministic alternating reproduction
2336,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample26/26-065.png,25,sample26,065,36,065,75b6072b3c5a9547fcf63f549ea2ed7751b0173d41e00780e460a15185e77e7f,alternating_a,deterministic alternating reproduction
